UIO,UIO,EC,Mariscal Sucre International
ULN,ULN,MN,Buyant Ukhaa
UME,UME,SE,Umea
URC,URC,CN,Diwopu
UUS,UUS,RU,Khomutovo
VAA,VAA,FI,Vaasa
VAD,VLD,US,Moody Afb
VCE,VCE,IT,Marco Polo
VEL,VEL,US,Vernal Regional
VIE,VIE,AT,Schwechat
VIT,VIT,ES,Vitoria
VKO,MOW,RU,Vnukovo
VLC,VLC,ES,Manises
VLL,VLL,ES,Valladolid
VLN,VLN,VE,Arturo Michelena International
VNO,VNO,LT,Vilnius International
VSA,VSA,MX,C P A Carlos Rovirosa International
VTE,VTE,LA,Wattay International
VVI,SRZ,BO,Viru Viru International
VVO,VVO,RU,Knevichi
WAW,WAW,PL,Okecie
WDH,WDH,NA,Windhoek Hosea Kutako International
WLG,WLG,NZ,Wellington International
WRG,WRG,US,Wrangell
WUH,WUH,CN,Tianhe
XMN,XMN,CN,Gaoqi
YAK,YAK,US,Yakutat
YDF,YDF,CA,Deer Lake
YEG,YEA,CA,Edmonton International
YFB,YFB,CA,Iqaluit
YFC,YFC,CA,Fredericton
YHY,YHY,CA,Hay River
YHZ,YHZ,CA,Halifax International
YKM,YKM,US,Yakima Air Terminal
YNT,YNT,CN,Laishan
YOW,YOW,CA,Ottawa Macdonald Cartier International
YQB,YQB,CA,Quebec Jean Lesage International
YQG,YQG,CA,Windsor
YQL,YQL,CA,Lethbridge
YQM,YQM,CA,Greater Moncton International
YQR,YQR,CA,Regina International
YQT,YQT,CA,Thunder Bay
YQU,YQU,CA,Grande Prairie
YSB,YSB,CA,Sudbury
YTZ,YYZ,CA,Billy Bishop Toronto City
YUL,YMQ,CA,Montreal International Dorval
YVQ,YVQ,CA,Norman Wells
YVR,YVR,CA,Vancouver International
YWG,YWG,CA,Winnipeg International
YWK,YWK,CA,Wabush
YXS,YXS,CA,Prince George
YXT,YXT,CA,Terrace
YXU,YXU,CA,London
YXY,YXY,CA,Whitehorse International
YYC,YYC,CA,Calgary International
YYJ,YYJ,CA,Victoria International
YYR,YYR,CA,Goose Bay
YYZ,YYZ,CA,Lester B Pearson International
YZF,YZF,CA,Yellowknife
ZAG,ZAG,HR,Zagreb
ZAZ,ZAZ,ES,Zaragoza Ab
ZCL,ZCL,MX,General Leobardo C Ruiz International
ZCO,ZCO,CL,Maquehue
ZHA,ZHA,CN,Zhanjiang
ZIH,ZIH,MX,Ixtapa Zihuatanejo International
ZLO,ZLO,MX,Playa De Oro International
ZNZ,ZNZ,TZ,Zanzibar
ZOS,ZOS,CL,Canal Bajo Carlos Hott Siebert
ZRH,ZRH,CH,Zurich Kloten
BSR,BSR,IQ,Basrah International
CRP,CRP,US,Corpus Christi International
CUZ,CUZ,PE,Velazco Astete
DAL,DAL,US,Dallas Love Field
DFW,DAL,US,Dallas Fort Worth International
DOM,DOM,DM,Melville Hall
DPS,DPS,ID,Bali International
ELM,ELM,US,Elmira/Corning Regional
EVE,EVE,NO,Harstad/Narvik
FBM,FBM,CD,Lubumbashi International
FMO,FMO,DE,Munster Osnabruck
FSM,FSM,US,Fort Smith Regional
FWA,FWA,US,Fort Wayne International
GFK,GFK,US,Grand Forks International
GGG,GGG,US,East Texas Regional
GOT,GOT,SE,Landvetter
HAJ,HAJ,DE,Hannover-Langenhagen
HAR,HAR,US,Harrisburg International
HIB,HIB,US,Chisholm Hibbing
JAC,JAC,US,Jackson Hole
JER,JER,JE,Jersey
LEB,LEB,US,Lebanon Municipal
LIH,LIH,US,Lihue
LNY,LNY,US,Lanai
MHT,MHT,US,Manchester-Boston Regional
NKC,NKC,MR,Nouakchott
PHC,PHC,NG,Port Harcourt International
PKB,PKB,US,Mid-Ohio Valley Regional
POS,POS,TT,Piarco
PTP,PTP,GP,Le Raizet
ROA,ROA,US,Roanoke Regional
RUN,RUN,RE,St Denis Gillot
SCQ,SCQ,ES,Santiago de Compostela
SJD,SJD,MX,Los Cabos International
SLZ,SLZ,BR,Marechal Cunha Machado
TKK,TKK,FM,Chuuk International
UBJ,UBJ,JP,Yamaguchi Ube
VLI,VLI,VU,Port Vila Bauerfield
YAP,YAP,FM,Yap International
YXJ,YXJ,CA,Fort St John
ART,WAT,US,Watertown International
ATY,WAT,US,Watertown Regional
BAK,BAK,AZ,Bina
GYD,BAK,AZ,Heydar Aliyev International
NSI,YAO,CM,Yaounde Nsimalen International
YAO,YAO,CM,Yaounde
