code,city code,name
TUI,TUI,Turaif
TUL,TUL,Tulsa
TUN,TUN,Carthage
TUO,TUO,Taupo
TUP,TUP,Tupelo
TUS,TUS,Tucson International
TUU,TUU,Tabuk
TVC,TVC,Cherry Capital
TVF,TVF,Thief River Falls
TWF,TWF,Magic Valley Regional
TWU,TWU,Tawau
TXG,TXG,Taichung
TXK,TXK,Texarkana Rgnl Webb Fld
TXL,BER,Tegel
TXN,TXN,Huangshan
TYN,TYN,Wusu
TYR,TYR,Tyler Pounds Rgnl
TYS,TYS,Mc Ghee Tyson
TZX,TZX,Trabzon
UAQ,UAQ,San Julian
UBJ,UBJ,Yamaguchi Ube
UBP,UBP,Ubon Ratchathani
UDI,UDI,Uberlandia
UDR,UDR,Udaipur
UEO,UEO,Kumejima
UFA,UFA,Ufa
UGC,UGC,Urgench
UIH,UIH,Phucat
UIN,UIN,Quincy
UIO,UIO,Mariscal Sucre International
UIP,UIP,Quimper
UKB,UKB,Kobe
UKK,UKK,Ust Kamenogorsk
ULB,ULB,Ambryn Island
ULH,ULH,Al-Ula
ULN,ULN,Buyant Ukhaa
UME,UME,Umea
UNA,UNX,Una-Comandatuba
UNG,UNG,Kiunga
UPG,UPG,Ujung Pandang
URC,URC,Diwopu
URE,URE,Kuressaare
URT,URT,Surat Thani
URY,URY,Guriat
USH,USH,Ushuaia
USM,USM,Ko Samui
USN,USN,Ulsan
USQ,USQ,Usak
UTH,UTH,Udon Thani
UTN,UTN,Upington
UTP,UTP,Pattaya
UTT,UTT,Umtata
UUD,UUD,Ulan-ude
UUS,UUS,Khomutovo
UVF,UVF,Hewandorra
UYN,UYN,Yulin
VAA,VAA,Vaasa
VAD,VLD,Moody Afb
VAI,VAI,Vanimo
VAN,VAN,Van
VAR,VAR,Varna
VAS,VAS,Sivas
VAW,VAW,Vardø
VBS,VBS,Brescia
VBY,VBY,Visby
VCA,VCA,Can Tho
VCE,VCE,Marco Polo
VCL,VCL,Chu Lai
VCP,VCP,Campinas
VDB,VDB,Fagernes
VDH,VDH,Dong Hoi
VDM,VDM,Viedma
VDS,VDS,Vadso
VEL,VEL,Vernal Regional
VER,VER,General Heriberto Jara International
VFA,VFA,Victoria Falls
VGA,VGA,Vijayawada
VGO,VGO,Vigo
VIE,VIE,Schwechat
VII,VII,Vinh
VIJ,VIJ,Spanish Town
VIL,VIL,Dakhla
VIS,VIS,Visalia
VIT,VIT,Vitoria
VIX,VIX,Vitoria
VKG,VKG,Rach Gia
VKO,MOW,Vnukovo
VLC,VLC,Manises
VLI,VLI,Port Vila Bauerfield
VLL,VLL,Valladolid
VLN,VLN,Arturo Michelena International
VLS,VLS,Valesdir
VNO,VNO,Vilnius International
VNS,VNS,Varanasi
VOG,VOG,Volgograd
VOL,VOL,Nea Anghialos
VPS,VAL,Valparaiso
VQS,VQS,Antonio Rivera Rodríguez
VRA,VRA,Varadero
VRN,VLF,Villafranca
VSA,VSA,C P A Carlos Rovirosa International
VTE,VTE,Wattay International
VTZ,VTZ,Vishakhapatnam
VUP,VUP,Valledupar
VVI,SRZ,Viru Viru International
VVO,VVO,Knevichi
VVZ,VVZ,Illizi
VXE,VXE,Sao Vicente Island
WAG,WAG,Wanganui
WAW,WAW,Okecie
WBM,WBM,Wapenamanda
WDH,WDH,Windhoek Hosea Kutako International
WEF,WEF,Weifang
WEH,WEH,Weihai
WEI,WEI,Weipa
WGA,WGA,Wagga Wagga
WHK,WHK,Whakatane
WJU,WJU,Wonju
WKJ,WKJ,Wakkanai
WLG,WLG,Wellington International
WLH,WLH,Walaha
WNH,WNH,Wenshan
WNZ,WNZ,Wenzhou
WRE,WRE,Whangarei
WRG,WRG,Wrangell
WRL,WRL,Worland
WRO,WRO,Wroclaw
WUA,WUA,Wuhai
WUH,WUH,Tianhe
WUS,WUS,Wuyishan
WUX,WUX,Wuxi
WVB,WVB,Walvis Bay
WWK,WWK,Wewak
WXN,WXN,Wanxian
WYS,WYS,West Yellowstone
XAP,XAP,Chapeco
XCH,XCH,Christmas Island
XFN,XFN,Xiangfan
XIC,XIC,Xichang
XIL,XIL,Xilinhot
XIY,XIY,Xi'an
XMN,XMN,Gaoqi
XNA,XNA,Bentonville
XNN,XNN,Xining
XRY,XRY,Jerez
XUZ,XUZ,Xuzhou
YAK,YAK,Yakutat
YAM,SAU,Sault Sainte Marie
YAO,YAO,Yaounde
YAP,YAP,Yap International
YBC,YBC,Baie Comeau
YBG,YBG,Bagotville
YBP,YBP,Yibin
YCD,YCD,Nanaimo
YCG,YCG,Castlegar
YCU,YCU,Yuncheng
YDF,YDF,Deer Lake
YEG,YEA,Edmonton International
YFB,YFB,Iqaluit
YFC,YFC,Fredericton
YGJ,YGJ,Miho
YGK,YGK,Kingston
YGP,YGP,Gaspe
YGR,YGR,Iles De La Madeleine
YHY,YHY,Hay River
YHZ,YHZ,Halifax International
YIH,YIH,Yichang
YIN,YNC,Yining
YIW,YIW,Yiwu
YJT,YJT,Stephenville
YKA,YKA,Kamloops
YKF,YKF,Waterloo
YKM,YKM,Yakima Air Terminal
YKS,YKS,Yakutsk
YLW,YLW,Kelowna
YMM,YMM,Fort Mcmurray
YNB,YNB,Yenbo
YNJ,YNJ,Yanji
YNT,YNT,Laishan
YNZ,YNZ,Yancheng
YOL,YOL,Yola
YOW,YOW,Ottawa Macdonald Cartier International
YPR,YPR,Prince Rupert
YQB,YQB,Quebec Jean Lesage International
YQG,YQG,Windsor
YQL,YQL,Lethbridge
YQM,YQM,Greater Moncton International
YQR,YQR,Regina International
YQT,YQT,Thunder Bay
YQU,YQU,Grande Prairie
YQX,YQX,Gander
YQY,YQY,Sydney
YSB,YSB,Sudbury
YSJ,YSJ,St. John
YSM,YSM,Fort Smith
YTM,YTM,Mont-Tremblant
YTS,YTS,Timmins
YTZ,YYZ,Billy Bishop Toronto City
YUL,YMQ,Montreal International Dorval
YUM,YUM,Yuma
YUS,YUS,Yushu
YUY,YUY,Rouyn
YVO,YVO,Val d'Or
YVQ,YVQ,Norman Wells
YVR,YVR,Vancouver International
YWG,YWG,Winnipeg International
YWK,YWK,Wabush
YXC,YXC,Cranbrook
YXE,YXE,Saskatoon
YXH,YXH,Medicine Hat
YXJ,YXJ,Fort St John
YXS,YXS,Prince George
YXT,YXT,Terrace
YXU,YXU,London
YXY,YXY,Whitehorse International
YYB,YYB,North Bay
YYC,YYC,Calgary International
YYD,YYD,Smithers
YYF,YYF,Penticton
YYG,YYG,Charlottetown
YYJ,YYJ,Victoria International
YYR,YYR,Goose Bay
YYT,STJ,St. John's
YYY,YYY,Mont Joli
YYZ,YYZ,Lester B Pearson International
YZF,YZF,Yellowknife
YZP,YZP,Sandspit
YZR,YZR,Sarnia
YZV,YZV,Sept-iles
ZAD,ZAD,Zadar
ZAG,ZAG,Zagreb
ZAL,ZAL,Valdivia
ZAM,ZAM,Zamboanga
ZAT,ZAT,Zhaotong
ZAZ,ZAZ,Zaragoza Ab
ZBF,ZBF,Bathurst
ZCL,ZCL,General Leobardo C Ruiz International
ZCO,ZCO,Maquehue
ZGU,ZGU,Gaua Island
ZHA,ZHA,Zhanjiang
ZHY,ZHY,Zhongwei
ZIH,ZIH,Ixtapa Zihuatanejo International
ZLO,ZLO,Playa De Oro International
ZNE,ZNE,Newman
ZNZ,ZNZ,Zanzibar
ZOS,ZOS,Canal Bajo Carlos Hott Siebert
ZPC,ZPC,Pucon
ZQN,ZQN,Queenstown International
ZQW,ZQW,Zweibruecken
ZRH,ZRH,Zurich Kloten
ZSE,ZSE,St.-pierre
ZTH,ZTH,Zakynthos
ZUH,ZUH,Zhuhai
