name,code,city_code,state_code,country_code
Isla Mujeres Airport,ISJ,,MX-ROO,MX
Plan De Guadalupe International Airport,SLW,SLW,MX-COA,MX
Ixtepec Airport,IZT,,MX-OAX,MX
El Lencero Airport,JAL,,MX-VER,MX
Atizapan De Zaragoza Airport,AZP,,MX-MEX,MX
Lázaro Cárdenas Airport,LZC,,MX-MIC,MX
Valle del Fuerte International Airport,LMM,,MX-SIN,MX
Del Bajío International Airport,BJX,,MX-GUA,MX
Manuel Márquez de León International Airport,LAP,LAP,MX-BCS,MX
Loreto International Airport,LTO,LTO,MX-BCS,MX
General Servando Canales International Airport,MAM,MAM,MX-TAM,MX
Licenciado Manuel Crescencio Rejon Int Airport,MID,MID,MX-YUC,MX
Mulege Airport,MUG,,MX-BCS,MX
General Rodolfo Sánchez Taboada International Airport,MXL,,MX-BCN,MX
General Francisco J. Mujica International Airport,MLM,MLM,MX-MIC,MX
Minatitlán/Coatzacoalcos National Airport,MTT,MTT,MX-VER,MX
Monclova International Airport,LOV,,MX-COA,MX
Licenciado Benito Juarez International Airport,MEX,MEX,MX-DIF,MX
General Mariano Escobedo International Airport,MTY,MTY,MX-NLE,MX
General Rafael Buelna International Airport,MZT,MZT,MX-SIN,MX
Nogales International Airport,NOG,,MX-SON,MX
Quetzalcóatl International Airport,NLD,NLD,MX-TAM,MX
Xoxocotlán International Airport,OAX,OAX,MX-OAX,MX
El Tajín National Airport,PAZ,,MX-VER,MX
Hermanos Serdán International Airport,PBC,PBC,MX-PUE,MX
Puerto Peñasco International Airport,PPE,,MX-SON,MX
Piedras Negras International Airport,PDS,,MX-COA,MX
Licenciado y General Ignacio Lopez Rayon Airport,UPN,,MX-MIC,MX
Palenque International Airport,PQM,,MX-CHP,MX
Licenciado Gustavo Díaz Ordaz International Airport,PVR,PVR,MX-JAL,MX
Puerto Escondido International Airport,PXM,PXM,MX-OAX,MX
Querétaro Intercontinental Airport,QRO,,MX-QUE,MX
General Lucio Blanco International Airport,REX,,MX-TAM,MX
San Cristobal De Las Casas Airport,SZT,,MX-CHP,MX
Los Cabos International Airport,SJD,SJD,MX-BCS,MX
San Felipe International Airport,SFH,,MX-BCN,MX
Santa Lucia Air Force Base,NLU,,MX-MEX,MX
Ponciano Arriaga International Airport,SLP,SLP,MX-SLP,MX
Francisco Sarabia International Airport,TRC,TRC,MX-COA,MX
Angel Albino Corzo International Airport,TGZ,TGZ,MX-CHP,MX
General Abelardo L. Rodríguez International Airport,TIJ,TIJ,MX-BCN,MX
General Francisco Javier Mina International Airport,TAM,,MX-TAM,MX
Tamuin Airport,TSL,,MX-SLP,MX
Licenciado Adolfo Lopez Mateos International Airport,TLC,,MX-MEX,MX
Tapachula International Airport,TAP,,MX-CHP,MX
Tuxpan Airport,WIX,,MX-JAL,MX
Cancún International Airport,CUN,CUN,MX-ROO,MX
Mal Airport,MMV,,PG-ESW,PG
Carlos Rovirosa Pérez International Airport,VSA,VSA,MX-TAB,MX
General Heriberto Jara International Airport,VER,VER,MX-VER,MX
General Leobardo C. Ruiz International Airport,ZCL,ZCL,MX-ZAC,MX
Ixtapa Zihuatanejo International Airport,ZIH,ZIH,MX-GRO,MX
Zamora Airport,ZMM,,MX-MIC,MX
Playa De Oro International Airport,ZLO,ZLO,MX-COL,MX
Mandalgobi Airport,MXW,,MN-059,MN
Bluefields Airport,BEF,,NI-AS,NI
San Pedro Airport,BZA,,NI-AN,NI
Costa Esmeralda Airport,ECI,,NI-U-A,NI
Corn Island,RNI,,NI-AS,NI
Augusto C. Sandino (Managua) International Airport,MGA,MGA,NI-MN,NI
Nueva Guinea Airport,NVG,,NI-AS,NI
Maron Island Airport,MNP,,PG-MRL,PG
Puerto Cabezas Airport,PUZ,,NI-AN,NI
Rosita Airport,RFS,,NI-AN,NI
San Carlos,NCR,,NI-SJ,NI
Siuna,SIU,,NI-AN,NI
Waspam Airport,WSP,,NI-AN,NI
Capt Justiniano Montenegro Airport,PDM,,PA-7,PA
Bocas Del Toro International Airport,BOC,,PA-1,PA
Alonso Valderrama Airport,CTD,,PA-6,PA
Cap Manuel Niño International Airport,CHX,,PA-1,PA
Enrique Malek International Airport,DAV,,PA-4,PA
Enrique Adolfo Jimenez Airport,ONX,,PA-3,PA
Makini Airport,MPG,,PG-MPL,PG
Panama Pacific International Airport,BLB,,PA-8,PA
Mamitupo Airport,MPI,,PA-Q,PA
Jaqué Airport,JQE,,PA-5,PA
Captain Ramon Xatruch Airport,PLP,,PA-5,PA
Marcos A. Gelabert International Airport,PAC,PTY,PA-8,PA
Scarlett Martinez International Airport,RIH,,PA-2,PA
Ruben Cantu Airport,SYP,,PA-9,PA
Tocumen International Airport,PTY,PTY,PA-8,PA
Mapua(Mabua) Airport,MPU,,PG-NIK,PG
San Blas Airport,NBL,,PA-Q,PA
Miyanmin Airport,MPX,,PG-SAN,PG
Malam Airport,MQO,,PG-WPD,PG
Arenal Airport,FON,,CR-A,CR
Aerotortuguero Airport,TTQ,,CR-L,CR
Buenos Aires Airport,BAI,,CR-P,CR
Barra del Colorado Airport,BCL,,CR-L,CR
Coto 47 Airport,OTR,,CR-P,CR
Chacarita Airport,JAP,,CR-P,CR
Drake Bay Airport,DRK,,CR-P,CR
Flamingo Airport,FMG,,CR-G,CR
Golfito Airport,GLF,,CR-P,CR
Guapiles Airport,GPL,,CR-L,CR
Islita Airport,PBP,,CR-G,CR
Daniel Oduber Quiros International Airport,LIR,,CR-G,CR
Los Chiles Airport,LSL,,CR-A,CR
Limon International Airport,LIO,,CR-L,CR
Mojica Airport,CSC,,CR-G,CR
Guanacaste Airport,NCT,,CR-G,CR
Nosara Airport,NOB,,CR-G,CR
Juan Santamaria International Airport,SJO,SJO,CR-A,CR
Puerto Jimenez Airport,PJM,,CR-P,CR
Palmar Sur Airport,PMZ,,CR-P,CR
Tobias Bolanos International Airport,SYQ,,CR-SJ,CR
Quepos Managua Airport,XQP,,CR-P,CR
Rio Frio / Progreso Airport,RFR,,CR-H,CR
San Vito De Java Airport,TOO,,CR-P,CR
Tamarindo Airport,TNO,,CR-G,CR
Tambor Airport,TMU,,CR-P,CR
Upala Airport,UPL,,CR-A,CR
Marigot Seaplane Base,MSB,,MF-U-A,MF
El Salvador International Airport,SAL,SAL,SV-PA,SV
Les Cayes Airport,CYA,,HT-SD,HT
Cap Haitien International Airport,CAP,,HT-ND,HT
Metro Field,MTX,,US-AK,US
Jacmel Airport,JAK,,HT-SE,HT
Jérémie Airport,JEE,,HT-GA,HT
Toussaint Louverture International Airport,PAP,PAP,HT-OU,HT
Port-de-Paix Airport,PAX,,HT-NO,HT
Montepuez Airport,MTU,,MZ-P,MZ
Gustavo Rizo Airport,BCA,,CU-14,CU
Las Brujas Airport,BWW,,CU-07,CU
Carlos Manuel de Cespedes Airport,BYM,,CU-12,CU
Maximo Gomez Airport,AVI,,CU-08,CU
Jardines Del Rey Airport,CCC,,CU-08,CU
Jaime Gonzalez Airport,CFG,,CU-06,CU
Vilo Acuña International Airport,CYO,,CU-99,CU
Ignacio Agramonte International Airport,CMW,,CU-09,CU
Colón Airport,QCO,,CU-04,CU
Antonio Maceo International Airport,SCU,,CU-13,CU
Leeward Point Field,NBW,,CU-14,CU
Mariana Grajales Airport,GAO,,CU-14,CU
José Martí International Airport,HAV,HAV,CU-03,CU
Frank Pais International Airport,HOG,,CU-11,CU
Kawama Airport,VRO,,CU-04,CU
La Coloma Airport,LCL,,CU-01,CU
Punta de Maisi Airport,UMA,,CU-14,CU
Mayajigua Airport,MJG,,CU-07,CU
Orestes Acosta Airport,MOA,,CU-11,CU
Sierra Maestra Airport,MZO,,CU-12,CU
San Nicolas De Bari Airport,QSN,,CU-02,CU
Nicaro Airport,ICR,,CU-11,CU
Rafael Cabrera Airport,GER,,CU-99,CU
Playa Baracoa Airport,UPB,,CU-02,CU
Pinar Del Rio Airport,QPD,,CU-01,CU
Abel Santamaria Airport,SNU,,CU-05,CU
San Julian Air Base,SNJ,,CU-01,CU
Siguanea Airport,SZJ,,CU-99,CU
Sancti Spiritus Airport,USS,,CU-07,CU
Alberto Delgado Airport,TND,,CU-07,CU
Juan Gualberto Gomez International Airport,VRA,,CU-04,CU
Hermanos Ameijeiras Airport,VTU,,CU-10,CU
Manetai Airport,MVI,,PG-NSB,PG
Marlboro Airport,MVJ,,JM-12,JM
Gerrard Smith International Airport,CYB,,KY-U-A,KY
Edward Bodden Airfield,LYB,,KY-U-A,KY
Owen Roberts International Airport,GCM,GCM,KY-U-A,KY
Motswari Airport,MWR,,ZA-MP,ZA
Abreojos Airport,AJS,,MX-BCS,MX
Pablo L. Sidar Airport,AZG,,MX-MIC,MX
Navojoa Airport,NVJ,,MX-SON,MX
Playa del Carmen Airport,PCM,,MX-ROO,MX
Punta Chivato Airport,PCV,,MX-BCS,MX
Pinotepa Nacional Airport,PNO,,MX-OAX,MX
Salina Cruz Naval Air Station,SCX,,MX-OAX,MX
San Ignacio Airport,SGM,,MX-BCS,MX
Tulum Naval Air Station,TUY,,MX-ROO,MX
San Luis Río Colorado Airport,UAC,,MX-SON,MX
Álamos Airport,XAL,,MX-SON,MX
Mindik Airport,MXK,,PG-MPL,PG
Genting Airport,GTB,,MY-13,MY
Sungei Tekai Airport,GTK,,MY-01,MY
Long Banga Airport,LBP,,MY-13,MY
Long Lama Airport,LLM,,MY-13,MY
Mostyn Airport,MZS,,MY-12,MY
Sipitang Airport,SPT,,MY-12,MY
Clarence A. Bain Airport,MAY,,BS-KB,BS
Andros Town Airport,ASD,,BS-NB,BS
Congo Town Airport,COX,,BS-KB,BS
Marsh Harbour International Airport,MHH,,BS-MH,BS
San Andros Airport,SAQ,,BS-NB,BS
Spring Point Airport,AXP,,BS-AC,BS
Treasure Cay Airport,TCB,,BS-MH,BS
Abaco I Walker C Airport,WKR,,BS-GT,BS
Chub Cay Airport,CCZ,,BS-NB,BS
Great Harbour Cay Airport,GHC,,BS-NB,BS
South Bimini Airport,BIM,,BS-BI,BS
Arthur's Town Airport,ATC,,BS-CI,BS
New Bight Airport,CAT,,BS-CI,BS
Cat Cay Airport,CXY,,BS-BI,BS
Colonel Hill Airport,CRI,,BS-AC,BS
Pitts Town Airport,PWN,,BS-AC,BS
Exuma International Airport,GGT,,BS-EX,BS
North Eleuthera Airport,ELH,,BS-HI,BS
Governor's Harbour Airport,GHB,,BS-GH,BS
Normans Cay Airport,NMC,,BS-EX,BS
Rock Sound Airport,RSD,,BS-RS,BS
Staniel Cay Airport,TYM,,BS-EX,BS
Grand Bahama International Airport,FPO,FPO,BS-FP,BS
Auxiliary Airfield,GBI,,BS-HR,BS
West End Airport,WTD,,BS-FP,BS
Inagua Airport,IGA,,BS-IN,BS
May Creek Airport,MYK,,US-AK,US
Deadman's Cay Airport,LGI,,BS-LI,BS
Stella Maris Airport,SML,,BS-LI,BS
Mayaguana Airport,MYG,,BS-MG,BS
Lynden Pindling International Airport,NAS,NAS,BS-NP,BS
Nassau Paradise Island Airport,PID,,BS-NP,BS
Duncan Town Airport,DCT,,BS-RI,BS
Rum Cay Airport,RCY,,BS-SR,BS
Moyale Airport,MYS,,ET-OR,ET
San Salvador Airport,ZSA,,BS-SR,BS
Menyamya Airport,MYX,,PG-MPL,PG
Cape Eleuthera Airport,CEL,,BS-RS,BS
Magaruque Airport,MFW,,MZ-I,MZ
Paradise Island Airport,NTC,,MZ-I,MZ
Chokwé Airport,TGS,,MZ-G,MZ
Philip S. W. Goldson International Airport,BZE,BZE,BZ-BZ,BZ
Manatee Airport,MZE,,BZ-CY,BZ
Griswold Airport,MPE,,US-CT,US
Bagani Airport,BQI,,NA-OK,NA
Changbaishan Airport,NBS,,CN-22,CN
Aitutaki Airport,AIT,,CK-U-A,CK
Enua Airport,AIU,,CK-U-A,CK
Mangaia Island Airport,MGS,,CK-U-A,CK
Manihiki Island Airport,MHX,,CK-U-A,CK
Mauke Airport,MUK,,CK-U-A,CK
Mitiaro Island Airport,MOI,,CK-U-A,CK
Tongareva Airport,PYE,,CK-U-A,CK
Rarotonga International Airport,RAR,RAR,CK-U-A,CK
Namudi Airport,NDI,,PG-NPP,PG
Nadunumu Airport,NDN,,PG-CPM,PG
Browns Airport,EPG,,US-NE,US
Biaugunu Airport,AQS,,FJ-N,FJ
Cicia Airport,ICI,,FJ-E,FJ
Castaway Island Seaplane Base,CST,,FJ-W,FJ
Ba Airport,BFJ,,FJ-W,FJ
Nadi International Airport,NAN,NAN,FJ-W,FJ
Malolo Lailai Island Airport,PTF,,FJ-W,FJ
Rabi Island Airport,RBI,,FJ-N,FJ
Vunisea Airport,KDV,,FJ-E,FJ
Mana Island Airport,MNF,,FJ-W,FJ
Moala Airport,MFJ,,FJ-E,FJ
Nausori International Airport,SUV,SUV,FJ-C,FJ
Levuka Airfield,LEV,,FJ-E,FJ
Ngau Airport,NGI,,FJ-E,FJ
Laucala Island Airport,LUC,,FJ-N,FJ
Lakeba Island Airport,LKB,,FJ-E,FJ
Labasa Airport,LBS,,FJ-N,FJ
Matei Airport,TVU,,FJ-N,FJ
Koro Island Airport,KXF,,FJ-E,FJ
Rotuma Airport,RTA,,FJ-R,FJ
Savusavu Airport,SVU,,FJ-N,FJ
Bui-Dama Airport,BVF,,FJ-N,FJ
Vatukoula Airport,VAU,,FJ-W,FJ
Wakaya Island Airport,KAY,,FJ-E,FJ
Ono-i-Lau Airport,ONU,,FJ-E,FJ
Yasawa Island Airport,YAS,,FJ-W,FJ
Kaufana Airport,EUA,,TO-01,TO
Fua'amotu International Airport,TBU,TBU,TO-04,TO
Lifuka Island Airport,HPA,,TO-02,TO
Mata'aho Airport,NFO,,TO-03,TO
Kuini Lavenia Airport,NTT,,TO-03,TO
Vava'u International Airport,VAV,,TO-05,TO
Turtle Island Seaplane Base,TTL,,FJ-W,FJ
Vanua Balavu Airport,VBV,,FJ-E,FJ
Vatulele Airport,VTF,,FJ-W,FJ
Gombe Lawanti International Airport,GMO,,NG-GO,NG
Bauchi Airport,BCU,,NG-BA,NG
Warri Airport,QRW,,NG-DE,NG
Abaiang Airport,ABF,,KI-G,KI
Beru Airport,BEZ,,KI-G,KI
Funafuti International Airport,FUN,,TV-FUN,TV
Kuria Airport,KUC,,KI-G,KI
Maiana Airport,MNK,,KI-G,KI
Marakei Airport,MZK,,KI-G,KI
Makin Island Airport,MTK,,KI-G,KI
Nikunau Airport,NIG,,KI-G,KI
Onotoa Airport,OOT,,KI-G,KI
Bonriki International Airport,TRW,,KI-G,KI
Abemama Atoll Airport,AEA,,KI-G,KI
Tabiteuea North Airport,TBF,,KI-G,KI
Tamana Island Airport,TMN,,KI-G,KI
Nonouti Airport,NON,,KI-G,KI
Arorae Island Airport,AIS,,KI-G,KI
Tabiteuea South Airport,TSU,,KI-G,KI
Butaritari Atoll Airport,BBG,,KI-G,KI
Buariki Airport,AAK,,KI-G,KI
Niue International Airport,IUE,,NU-U-A,NU
Sinak Airport,NKD,,ID-PA,ID
Ninglang Luguhu Airport,NLH,,CN-53,CN
Pointe Vele Airport,FUT,,WF-U-A,WF
Hihifo Airport,WLS,,WF-U-A,WF
Nangade Airport,NND,,MZ-P,MZ
Nomad River Airport,NOM,,PG-WPD,PG
Naoro Airport,NOO,,PG-CPM,PG
Mountain Airport,MWP,,NP-BA,NP
Nipa Airport,NPG,,PG-SHM,PG
NASA Crows Landing Airport,NRC,,US-CA,US
Newry Airport,NRY,,AU-NT,AU
Ofu Village Airport,OFU,,AS-U-A,AS
Asau Airport,AAU,,WS-VS,WS
Faleolo International Airport,APW,APW,WS-AA,WS
Fagali'i Airport,FGI,,WS-TU,WS
Fitiuta Airport,FTI,,AS-U-A,AS
Maota Airport,MXS,,WS-PA,WS
Pago Pago International Airport,PPG,PPG,AS-U-A,AS
Natadola Airport,NTA,,FJ-W,FJ
Faa'a International Airport,PPT,PPT,PF-U-A,PF
Rimatara Airport,RMT,,PF-U-A,PF
Rurutu Airport,RUR,,PF-U-A,PF
Tubuai Airport,TUB,,PF-U-A,PF
Raivavae Airport,RVV,,PF-U-A,PF
Anaa Airport,AAA,CAS,PF-U-A,PF
Fangatau Airport,FGU,,PF-U-A,PF
Tikehau Airport,TIH,,PF-U-A,PF
Apataki Airport,APK,,PF-U-A,PF
Reao Airport,REA,,PF-U-A,PF
Fakarava Airport,FAV,,PF-U-A,PF
Hikueru Atoll Airport,HHZ,,PF-U-A,PF
Manihi Airport,XMH,,PF-U-A,PF
Totegegie Airport,GMR,,PF-U-A,PF
Kaukura Airport,KKR,,PF-U-A,PF
Makemo Airport,MKP,,PF-U-A,PF
Napuka Island Airport,NAU,,PF-U-A,PF
Tatakoto Airport,TKV,,PF-U-A,PF
Puka Puka Airport,PKP,,PF-U-A,PF
Pukarua Airport,PUK,,PF-U-A,PF
Takapoto Airport,TKP,,PF-U-A,PF
Arutua Airport,AXR,,PF-U-A,PF
Mataiva Airport,MVT,,PF-U-A,PF
Nukutavake Airport,NUK,,PF-U-A,PF
Tureia Airport,ZTA,,PF-U-A,PF
Ahe Airport,AHE,,PF-U-A,PF
Kauehi Airport,KHZ,,PF-U-A,PF
Faaite Airport,FAC,,PF-U-A,PF
Fakahina Airport,FHZ,,PF-U-A,PF
Aratika Nord Airport,RKA,,PF-U-A,PF
Takume Airport,TJN,,PF-U-A,PF
Naiu Airport,NIU,,PF-U-A,PF
Raroia Airport,RRR,,PF-U-A,PF
Takaroa Airport,TKX,,PF-U-A,PF
Katiu Airport,KXU,,PF-U-A,PF
Nukutepipi Airport,NKP,,PF-U-A,PF
Nuku Hiva Airport,NHV,,PF-U-A,PF
Hiva Oa-Atuona Airport,AUQ,,PF-U-A,PF
Ua Pou Airport,UAP,,PF-U-A,PF
Ua Huka Airport,UAH,,PF-U-A,PF
Bora Bora Airport,BOB,,PF-U-A,PF
Tetiaroa Airport,TTI,,PF-U-A,PF
Rangiroa Airport,RGI,,PF-U-A,PF
Huahine-Fare Airport,HUH,,PF-U-A,PF
Moorea Airport,MOZ,,PF-U-A,PF
Hao Airport,HOI,,PF-U-A,PF
Maupiti Airport,MAU,,PF-U-A,PF
Raiatea Airport,RFP,,PF-U-A,PF
Tupai Airport,TPX,,PF-U-A,PF
Vahitahi Airport,VHZ,,PF-U-A,PF
Nuguria Airstrip,NUG,,PG-NIK,PG
Mota Lava Airport,MTV,,VU-TOB,VU
Sola Airport,SLH,,VU-TOB,VU
Torres Airstrip,TOH,,VU-TOB,VU
Siwo Airport,EAE,,VU-SEE,VU
Craig Cove Airport,CCV,,VU-MAP,VU
Longana Airport,LOD,,VU-PAM,VU
Sara Airport,SSR,,VU-PAM,VU
Tavie Airport,PBJ,,VU-MAP,VU
Lamap Airport,LPM,,VU-MAP,VU
Lamen Bay Airport,LNB,,VU-SEE,VU
Maewo-Naone Airport,MWF,,VU-PAM,VU
Lonorore Airport,LNE,,VU-PAM,VU
Norsup Airport,NUS,,VU-MAP,VU
Gaua Island Airport,ZGU,,VU-TOB,VU
Redcliffe Airport,RCL,,VU-PAM,VU
Santo Pekoa International Airport,SON,,VU-SAM,VU
Tongoa Airport,TGH,,VU-SEE,VU
Uléi Airport,ULB,,VU-MAP,VU
Valesdir Airport,VLS,,VU-SEE,VU
Walaha Airport,WLH,,VU-PAM,VU
Southwest Bay Airport,SWJ,,VU-MAP,VU
North West Santo Airport,OLJ,,VU-SAM,VU
Aneityum Airport,AUY,,VU-TAE,VU
Aniwa Airport,AWD,,VU-TAE,VU
Dillon's Bay Airport,DLY,,VU-TAE,VU
Futuna Airport,FTA,,VU-TAE,VU
Ipota Airport,IPA,,VU-TAE,VU
Quion Hill Airport,UIQ,,VU-SEE,VU
Bauerfield International Airport,VLI,VLI,VU-SEE,VU
Tanna Airport,TAH,,VU-TAE,VU
Tiga Airport,TGJ,,NC-U-A,NC
Île Art - Waala Airport,BMY,,NC-U-A,NC
Koné Airport,KNQ,,NC-U-A,NC
Île des Pins Airport,ILP,,NC-U-A,NC
Nesson Airport,HLU,,NC-U-A,NC
Koumac Airport,KOC,,NC-U-A,NC
Lifou Airport,LIF,,NC-U-A,NC
Nouméa Magenta Airport,GEA,NOU,NC-U-A,NC
Edmond Cané Airport,IOU,,NC-U-A,NC
Poum Airport,PUV,,NC-U-A,NC
Mueo Airport,PDC,,NC-U-A,NC
Maré Airport,MEE,,NC-U-A,NC
Touho Airport,TOU,,NC-U-A,NC
Ouvéa Airport,UVE,,NC-U-A,NC
La Tontouta International Airport,NOU,NOU,NC-U-A,NC
Auckland International Airport,AKL,AKL,NZ-AUK,NZ
Taupo Airport,TUO,,NZ-WKO,NZ
Ardmore Airport,AMZ,,NZ-AUK,NZ
Ashburton Aerodrome,ASG,,NZ-CAN,NZ
Christchurch International Airport,CHC,CHC,NZ-CAN,NZ
Chatham Islands-Tuuta Airport,CHT,,NZ-WGN,NZ
Coromandel Aerodrome,CMV,,NZ-WKO,NZ
Dargaville Aerodrome,DGR,,NZ-NTL,NZ
Dunedin Airport,DUD,,NZ-OTA,NZ
Fox Heliport,FGL,,NZ-WTC,NZ
Franz Josef Aerodrome,WHO,,NZ-WTC,NZ
Great Barrier Aerodrome,GBZ,,NZ-AUK,NZ
Greymouth Airport,GMN,,NZ-WTC,NZ
Gisborne Airport,GIS,,NZ-GIS,NZ
Glentanner Airport,GTN,,NZ-CAN,NZ
Hokitika Airfield,HKK,,NZ-WTC,NZ
Hamilton International Airport,HLZ,,NZ-WKO,NZ
Waiheke Reeve Airport,WIK,,NZ-AUK,NZ
Kaikoura Airport,KBZ,,NZ-CAN,NZ
Kerikeri Airport,KKE,,NZ-NTL,NZ
Kaikohe Airport,KKO,,NZ-NTL,NZ
Kaitaia Airport,KAT,,NZ-NTL,NZ
Alexandra Airport,ALR,,NZ-OTA,NZ
Matamata Glider Airport,MTA,,NZ-WKO,NZ
Mechanics Bay Heliport,MHB,,NZ-AUK,NZ
Mount Cook Airport,MON,,NZ-CAN,NZ
Milford Sound Airport,MFN,,NZ-STL,NZ
Motueka Airport,MZP,,NZ-TAS,NZ
Manapouri Airport,TEU,,NZ-STL,NZ
Hood Airport,MRO,,NZ-WGN,NZ
New Plymouth Airport,NPL,,NZ-TKI,NZ
Napier Airport,NPE,,NZ-HKB,NZ
Nelson Airport,NSN,,NZ-NSN,NZ
Invercargill Airport,IVC,,NZ-STL,NZ
RNZAF Base Ohakea,OHA,,NZ-MWT,NZ
Oamaru Airport,OAM,,NZ-OTA,NZ
Palmerston North Airport,PMR,,NZ-MWT,NZ
Picton Aerodrome,PCN,,NZ-MBH,NZ
Paraparaumu Airport,PPQ,,NZ-WGN,NZ
Queenstown International Airport,ZQN,,NZ-OTA,NZ
Raglan Airfield,RAG,,NZ-WKO,NZ
Ryans Creek Aerodrome,SZS,,NZ-STL,NZ
Rotorua Regional Airport,ROT,,NZ-BOP,NZ
Tauranga Airport,TRG,,NZ-BOP,NZ
Thames Aerodrome,TMZ,,NZ-WKO,NZ
Takaka Airport,KTF,,NZ-TAS,NZ
Tokoroa Airfield,TKZ,,NZ-WKO,NZ
Taharoa Aerodrome,THH,,NZ-WKO,NZ
Timaru Airport,TIU,,NZ-CAN,NZ
Pukaki Airport,TWZ,,NZ-CAN,NZ
Woodbourne Airport,BHE,,NZ-MBH,NZ
Wanaka Airport,WKA,,NZ-OTA,NZ
Whakatane Airport,WHK,,NZ-BOP,NZ
Wellington International Airport,WLG,WLG,NZ-WGN,NZ
Wairoa Airport,WIR,,NZ-HKB,NZ
Whangarei Airport,WRE,,NZ-NTL,NZ
Westport Airport,WSZ,,NZ-WTC,NZ
Whitianga Airport,WTZ,,NZ-WKO,NZ
Wanganui Airport,WAG,,NZ-MWT,NZ
Kneeland Airport,NLN,,US-CA,US
Benton Field,BZF,,US-CA,US
Shank Air Base,OAA,,AF-LOW,AF
Bamiyan Airport,BIN,,AF-BAM,AF
Bost Airport,BST,,AF-HEL,AF
Chakcharan Airport,CCN,,AF-GHO,AF
Sardeh Band Airport,SBF,,AF-GHA,AF
Darwaz Airport,DAZ,,AF-BDS,AF
Farah Airport,FAH,,AF-FRA,AF
Faizabad Airport,FBD,,AF-BDS,AF
Ghazni Airport,GZI,,AF-GHA,AF
Khwahan Airport,KWH,,AF-BDS,AF
Herat Airport,HEA,,AF-HER,AF
Bagram Air Base,OAI,,AF-PAR,AF
Jalalabad Airport,JAA,,AF-NAN,AF
Gardez Airport,GRG,,AF-PIA,AF
Kabul International Airport,KBL,KBL,AF-KAB,AF
Kandahar Airport,KDH,,AF-KAN,AF
Khost Airport,KHT,,AF-PIA,AF
Maimana Airport,MMZ,,AF-FYB,AF
Mazar I Sharif Airport,MZR,,AF-BAL,AF
Urgun Airport,URN,,AF-PKA,AF
Qala-I-Naw Airport,LQN,,AF-BDG,AF
Sharana Airstrip,OAS,,AF-PKA,AF
Shindand Airport,OAH,,AF-FRA,AF
Sheghnan Airport,SGA,,AF-BDS,AF
Tarin Kowt Airport,TII,,AF-ORU,AF
Talolqan Airport,TQN,,AF-TAK,AF
Konduz Airport,UND,,AF-KDZ,AF
Camp Bastion Airport,OAZ,,AF-HEL,AF
Zaranj Airport,ZAJ,,AF-NIM,AF
Bahrain International Airport,BAH,BAH,BH-15,BH
Sky Harbor Airport,OBK,,US-IL,US
Abha Regional Airport,AHB,AHB,SA-14,SA
Al Ahsa Airport,HOF,,SA-04,SA
Al Baha Airport,ABT,ABT,SA-11,SA
Bisha Airport,BHH,,SA-14,SA
King Fahd International Airport,DMM,,SA-04,SA
King Abdulaziz Air Base,DHA,DHA,SA-04,SA
Dawadmi Domestic Airport,DWD,,SA-01,SA
Jizan Regional Airport,GIZ,,SA-09,SA
Gassim Airport,ELQ,ELQ,SA-05,SA
Guriat Domestic Airport,URY,,SA-08,SA
Hail Airport,HAS,HAS,SA-06,SA
Jubail Airport,QJB,,SA-04,SA
King Abdulaziz International Airport,JED,JED,SA-02,SA
Hafar Al-Batin Domestic Airport,KMC,,SA-04,SA
King Khaled Air Base,KMX,,SA-14,SA
Prince Mohammad Bin Abdulaziz Airport,MED,MED,SA-03,SA
Nejran Airport,EAM,,SA-10,SA
Qaisumah Domestic Airport,AQI,,SA-04,SA
Prince Sultan Air Base,AKH,,SA-01,SA
Rafha Domestic Airport,RAH,,SA-08,SA
King Khaled International Airport,RUH,RUH,SA-01,SA
Arar Domestic Airport,RAE,,SA-08,SA
Riyadh Air Base,XXN,,SA-01,SA
Sharurah Airport,SHW,,SA-10,SA
Al-Jawf Domestic Airport,AJF,,SA-12,SA
Sulayel Airport,SLF,,SA-01,SA
Tabuk Airport,TUU,TUU,SA-07,SA
Taif Airport,TIF,TIF,SA-02,SA
Turaif Domestic Airport,TUI,,SA-08,SA
Wadi Al Dawasir Airport,WAE,,SA-01,SA
Al Wajh Domestic Airport,EJH,,SA-07,SA
Yenbo Airport,YNB,,SA-03,SA
Zilfi Airport,ZUL,,SA-01,SA
Ogeranang Airport,OGE,,PG-MPL,PG
Ogubsucum Airport,OGM,,PA-Q,PA
Abadan Airport,ABD,ABD,IR-10,IR
Dezful Airport,DEF,,IR-10,IR
Aghajari Airport,AKW,,IR-10,IR
Gachsaran Airport,GCH,,IR-18,IR
Omidiyeh Airport,OMI,,IR-10,IR
Mahshahr Airport,MRX,,IR-10,IR
Ahwaz Airport,AWZ,,IR-10,IR
Abumusa Island Airport,AEU,,IR-23,IR
Bushehr Airport,BUZ,BUZ,IR-06,IR
Asaloyeh Airport,AOY,,IR-06,IR
Jam Airport,KNR,,IR-06,IR
Kish International Airport,KIH,,IR-23,IR
Bandar Lengeh Airport,BDH,,IR-23,IR
Persian Gulf International Airport,YEH,,IR-06,IR
Khark Island Airport,KHK,,IR-06,IR
Sirri Island Airport,SXI,,IR-23,IR
Lavan Island Airport,LVP,,IR-23,IR
